x,y,z
91991.591,101391.431,16
101449.519,112624.929,23.3921303
95212.97,89443.22,9.3
96423.617800000007,90626.0429,7
101621.1,102949.22,65.8997396
96476.202,113880.904,15
101052.2616,115026.6773,17
98709.061,116813.02,11.5
99558.541,113465.068,41.2245452
91461.512,101388.719,17
89683.935,105783.64,13
90737.91,99239.17,12
105124.342,113194.912,12
90860.275,102758.108,40.1613024
89547.269,103559.349,9
95305.15,89381.294,36.8413258
101905.406,108084.314,189.2045993
101873.676,103167.368,7.3
104099.601,124134.99,60.2727791
97535.619,94261.059,45.3409069
87611.2856,101032.0429,17
95109.812,89336.333,7.5
97978.526,93112.028,15
99781.7431,113947.6759,21.0556502
101813.805,103193.632,21.0802166
98120.697,92620.793,48.0641438
104776.959,116870.219,17
101086.663,112772.958,116.5769145
104573.569,113607.277,27.419713
94990.335,110985.022,9.2
95919.92,114939.896,16
95139.485,89299.494,20.0986695
95801.297,108734.596,39.084538
94197.887,97430.71,68.5694272
97049.339,111643.147,70.7617554
100150.1,97959.164,21.0556502
101142.867,98891.175,37.9151656
102420.749,109416.122,30.0749834
96961.084,100663.172,31.3479697
91359.766,90523.23,7
98634.898,117722.946,7
99465.178,110382.983,28.485581
94582.262,103533.598,19.6035007
92028.4717114,94968.30094983,17
92435.033,109008.599,40.5222911
89488.194,100739.965,90.2454365
101227.308,112408.058,27.3460903
89010.2941,99360.6438,24.7556926
94493.438,103990.043,57.8244344
99428.892,106403.239,64
100522.9695,110024.7602,17
96422.375,114059.147,13
102260.302,117755.762,37.6128381
99068.453,117114.674,30.8291822
90271.857,109603.986,49.2074169
96634.407,114238.392,55.4301912
105361.616,117804.178,35.2727493
92755.906,96901.649,17
92806.135,99907.801,27.9893989
101884.076,105073.771,17
103575.607,110142.239,121.3433661
88921.392,103749.71,15.8
96172.857,105592.445,23.9187923
100101.597,115418.283,62.8273423
91075.998,94926.265,16.2
97425.16,94365.87,15
98942.294,107938.589,140.9721129
98318.145,98402.258,46.3924086
105459.827,112282.84,61.7222313
103028.297,124698.374,34.226094
95379.724,89222.241,15
101325.099,99570.532,12.4
99731.738,94493.127,67.8995592
91181.676,105915.054,13
105416.22,111181.684,101.5915697
96693.7,112181.982,23.4440252
103537.481,122306.299,41.6386898
97506.038,103145.878,23.0838689
102329.998,112445.298,53.5871515
93983.525,95829.644,10
105483.211,110331.369,48.6565789
97550.031,91364.821,35.1952879
95502.1375,89666.4165,7
94028.726,95773.579,11
97909.237,93557.102,22.4506152
96114.553,93219.488,7.8
101628.271,112370.618,7
97537.483,91392.455,19.4380309
95917.359,101875.778,7
97081.75,113351.086,52.440487
94673.59,99966.128,33.5921161
95599.793,89524.604,22.969908
105678.874,109975.506,9
96417.454,89563.81,44.2236355
101570.819,106026.07,54
106631.659,115641.828,9.4
97035.57,94158.71,19.8293179
100366.457,97780.886,10.2
104941.152,113606.955,40.7318532
93228.957,96434.562,14.4
94512.322,92764.928,16.5
102277.95,116141.485,41.497235
101778.491,103217.123,13
100046.848,109503.82,26.9253549
98743.969,114111.047,81.4390344
101401.11,99067.958,12.3
86609.768,100542.74,20.0365017
95521.124,106128.23,9
96366.828,108789.421,44.3266927
98576.911,113375.201,13
103656.382,118746.302,70.8507672
89966.74,96641.822,16.9
91691.252,108487.25,17
101376.352,102975.575,15
101340.603,110579.706,17.379549
105632.986,110020.676,18.8264101
87216.011,102420.341,53.1247655
98668.424,117758.124,31.0366317
92670.845,97404.946,14
101601.401,118079.942,40.4281691
100318.309,113660.436,56.8013246
88979.868,99045.918,20.620418
101687.63,118341.496,34.9678942
93151.603,113476.091,107.246894
94227.1446,86598.5665,14
102550.114,115303.398,12
100163.321,116935.303,39.2012537
105257.658,110227.075,7.4
101998.231,103023.058,19.6
95301.82,114415.385,8
104219.0042,119754.5525,16
94438.4229,105155.3455,17
96878.773,90051.698,21.5483169
104031.058,120652.602,46.7851961
101414.461,113991.681,32.1644033
95452.707,100306.856,19.5924811
102623.215,115768.899,54.3251813
97093.125,106441.974,68.2112898
95981.26,112275.485,11
92248.957,103437.351,15
96968.222,95489.435,15
92041.198,100563.232,31.6867815
92715.76,105779.558,111.6210309
95147.776,89578.697,23
98861.065,106062.082,173.699041
100965.387,111885.777,43.2883371
103667.819,113509.198,13
99592.812,93251.818,22.1854156
101467.56,112535.812,101.822993
103230.965,114646.477,19.2537095
95180.87,114430.9,62.280421
92573.823,104424.576,59.5311763
101177.8355,115429.4721,61.6193049
97321.5838,106171.849,10
89267.1,101667.591,12.5
98592.393,107481.898,32.4373684
95779.784,115367.292,74.141458
94322.552,94977.471,116.3383277
98111.641,92602.181,7
99942.961,98015.424,41.4090862
103084.149,118741.059,45.9971607
85998.1808,100825.9755,10.3
94481.329,94381.389,42.6732121
101272.225,112701.48,17.9920233
102618.209,110592.258,11.5
99887.036,116091.074,24.4627466
101457.297,99101.248,8
96062.272,109979.353,17
100230.307,96878.055,34.8554597
85380.5716,101147.5569,8
96210.671,106307.326,70.0360847
97354.598,105511.206,14
99151.571,106622.179,138.9592328
103576.068,114491.157,128.2670108
98194.601,104818.748,32.1578711
103472.993,113398.74,46.6287405
102161.706,104886.966,27.7893944
102745.493,113097.022,15.5
94783.475,101650.02,20.0826853
99549.214,113251.253,67.774774
99472.055,113239.256,45.5312071
104277.818,124014.04099999,7
90932.597,102986.633,23.2141283
96892.876,118156.443,44.7293924
106567.986,115647.523,21.2369195
87590.679,101858.683,33.530471
94815.993,114645.48,35.1952879
99373.524,110827.513,25.9650003
94306.582,101784.511,32.5756137
95135.918,89514.105,23.4236558
98828.456,106619.269,10
97797.244,106862.727,106.9967822
99475.035,113216.63,45.5312071
87089.297,101492.513,18.8264101
96402.499,90058.495,34.0728357
101972.933,103022.381,10
97269.4613,103033.6699,15
94717.348,101954.079,39.0733753
97939.877,111707.879,27.7130739
96573.18,94474.58,7
97085.919,93837.962,17
97984.195,93350.462,12.1
99838.9545,103145.0895,15
89083.79,101616.305,46.5579999
96316.701,114088.677,16
94184.466,101953.97,28.8263398
96408.934,108835.657,18.4753826
104638.509,115146.7308,72.3435958
105383.255,109649.557,7
98890.098,94737.493,25.3276815
99417.9263,107383.8059,11
103065.773,111107.975,18.2311037
91983.461,103300.799,9
103947.435,120481.117,23.3330125
94555.146,94426.387,129.4554162
103247.351,117929.336,79.1295944
95074.367,117419.127,8.2
99693.507,113931.934,63.6813667
95168.991,112669.769,27.7130739
92265.24,104850.71,13
97243.381,106265.246,26.9032748
103442.361,118620.565,36.0919462
85711.552,104510.376,9.3
100833.906,99448.544,21.5800322
101659.705,103693.191,93.5
101860.106,121681.614,123.9513208
100639.226,111812.181,52.0676455
99000.056,111096.477,12
100352.138,101049.639,69.946884
98415.641,106087.279,46.6287405
95187.0363,99484.5956,15
104899.5,115348.486,32.5072144
99511.799,106832.656,225.5799549
94859.896,115877.47,16.1
95823.756,117570.814,14
99525.631,107559.586,14
96889.756,114919.539,7
99744.162,113964.43,22.969908
97624.38,87865.079,7.8
92099.067,103281.776,24.3883614
101439.734,112600.036,25.539299
96803.946,118237.937,11.1
104151.449,110581.759,17.8413113
104346.774,113092.998,6
84513.329,102291.901,151.8295731
94681.417,92288.696,54.7392177
93194.745,108536.782,79.1361112
96148.074,108337.754,13
101644.55,103000.836,21.0556502
98656.448,106734.84,86.7794092
85656.336,104224.77,17.3826279
98055.918,115005.059,62.4903281
94896.0875,117418.358,12
102838.939,124072.467,75.5071562
104040.798,123410.717,39.8547701
95727.145,107649.748,217.1935725
101424.368,115843.286,17
89688.026,100844.652,31.173623
98841.751,115489.555,21.262425
99670.325,114061.255,104.0942101
96934.66,118303.886,63.432974
100960.052,117560.532,21.6544792
95428.692,113830.562,23.4738786
92558.043,103918.616,18.9245902
90230.581,96649.677,16.8
101694.342,103190.699,13
103791.521,108175.118,30.1240279
99733.362,106849.761,34.4019145
92084.164,106905.48,16
101226.596,101448.978,49.2368099
94511.4964,97529.7634,12.3
96971.582,96489.346,24.4627466
99801.5822,109597.4538,70.8507672
97559.798,92303.506,22.4076406
101521.843,115990.408,21.4990503
100902.3011,117749.4864,37.5619211
90170.97,105659.461,24.0562847
101782.333,100700.882,64.2890646
105804.345,111657.155,9
90811.616,105687.962,9
102893.847,109922.489,31.4224684
101961.012,103206.307,13
101554.237,99064.322,8.2
100840.937,98879.112,46.3294147
92443.451,102716.948,17
94508.116,113368.28,45.4059962
90337.017,105860.203,45.3409069
88799.5563,104270.3179,15
101665.618,116549.884,67.2062056
101266.323,112960.754,36.7311714
99652.011,113445.387,48.7935265
99691.789,113224.776,7.2
94670.162,100120.492,37.6880542
104875.678,112977.94,18.8482027
98302.747,110087.054,21.7705946
94192.4871,109851.5362,93.0131946
91241.01,103355.41,29.6827808
91462.4576,107250.937,21.0556502
93182.087,103974.67,36.7978942
96532.679,116867.045,26.9353961
89053.1726,99301.7523,24.7556926
96162.742,107858.459,115.522247
97932.817,112847.758,31.0339794
96659.601,113968.83,17.7483325
101420.508,99050.382,8
93474.22,107395.987,11
94979.625,86817.915,20.209
97038.212,105595.892,3
101067.108,99639.439,35.0856528
94675.87,108065.645,12
95819.246,107523.956,8.6
103752.694,124606.078,62.0008704
100194.328,105333.468,11
101506.983,98910.127,17
94815.579,86007.613,11.8
103212.882,106000.323,62.1084485
92930.076,105134.213,15
97514.63,91375.515,59.7190155
95641.65,96484.174,18.3499525
90525.103,101274.518,89.1539134
92203.583,101204.961,61.8186597
102360.832,114853.663,34.8881357
98144.182,98489.542,27.2789808
95024.341,111514.553,26.7949192
95775.897,96307.451,11.2
99579.229,113485.362,21.6118886
92099.774,101067.485,43.5653648
100499.133,97058.757,18.9813384
96791.511,117543.823,69.4972939
98662.284,107657.138,18.3499525
103363.0849,110180.9108,10
98868.419,114595.337,28.1431216
101356.893,99594.812,266.6573091
97305.638,105471.045,14
94919.268,115834.667,13
94054.578,108322.243,49.0188033
96831.073,95127.648,14
104201.185,111566.206,71.269659
90964.927,106508.711,13
91929.386,100647.277,24.5569122
96943.223,97393.177,327.3589409
103212.998,117448.179,140.0468265
100672.20436999,99168.61314297,17
95694.57,106192.447,17
96102.13,94886.68,7
100925.23,117382.295,21.079222
97932.982,93348.321,17.6326981
95374.008,89506.979,9
97419.287,89644.563,25.3052101
100058.847,111925.497,34.9017451
96766.631,106777.612,31.1972485
100692.9635,122351.9304,14.9
101158.092,112770.936,42.9381397
94341.911,101851.619,10.7
101230.908,107506.5,9
97310.124,95714.262,7
104056.46,121059.176,149.0920498
100411.986,99701.979,16.1
89565.375,101060.414,10
101268.675,112142.777,15
99376.827,107023.835,15
104448.109,110816.94,28.1205333
94630.368,108202.032,134.5668342
98365.687,107816.268,16.8
95671.222,111908.894,8
91992.9214,107477.2335,8
97613.115,91559.083,121.2909545
95296.822,106624.076,27.221848
95818.063,113576.21,17
90885.0707,100814.399,17.3826279
90447.001,105568.039,16
102328.279,105160.408,26.0327297
92823.614,99290.522,7
103391.141,112284.863,22.3545193
95265.032,89432.691,26.8738129
96559.516,93748.32,7
88824.87,104119.768,24.4162122
95774.357,96353.381,15.1
95546.592,114838.599,37.1313075
103793.798,109195.657,46.8622461
97249.097,114146.902,21.3426454
92089.206,104856.626,29.1276659
99504.952,105459.354,18.0250826
89681.677,102374.869,18.5759429
94636.051,92249.469,37.434468
102138.193,124207.741,47.4269459
93603.073,105829.956,22.5729449
96532.634,100782.708,59.283682400000004
100679.517,111823.46,35.019254
94156.712,95866.788,19.5329968
91470.4269,102167.5833,19.8293179
94093.919,93546.05,10
94122.45,97228.76,20.0127301
104779.4075,110347.5928,59.901628
98280.944,98660.123,35.1902093
103932.584,120096.605,16.8
97653.924,93946.493,14
95546.717,97870.337,7
101871.226,111064.248,78.9948428
95766.8663,109793.1138,93.0131946
98560.636,110081.939,63.0286335
102281.22,124794.609,7.5
96568.346,100143.759,15.5
99525.981,93774.477,65.8393679
104908.981,115157.983,70.1410822
102905.847,108290.753,102.7876005
94317.763,94994.237,97.4390973
98054.453,110868.882,43.554441
97319.473,91484.975,96.137699
102778.877,110931.183,28
101062.568,99691.436,15.5
91826.42,105345,21.4429355
91841.727,101249.622,33.1767126
95831.132,93339.455,164.6961724
101456.87,99777.064,12.5
96851.756,96760.072,13
99229.279,103661.563,7.9
103244.939,112641.693,52.2354675
95186.703,108315.145,16.5
101875.22,103133.064,11
97727.246,91754.017,25.8865999
97567.896,91570.104,145.880248
100525.284,112854.144,102.000375
95216.625,106686.414,15
91629.337,105969.602,15.8
99189.191,117093.026,12
100616.6688,122608.0107,23.5180698
102325.059,112559.586,24.003618
97981.085,116219.922,7
99216.003,116563.119,56.5015651
93481.9708,113130.0532,14
101882.335,103082.46,12
94350.017,95561.721,12.8
95911.034,112892.605,37.9915223
101453.794,99606.288,8.6
102962.831,111824.657,87.3930209
96165.573,93221.96,12.7
99695.87,100131.75,15
98623.858,106501.473,31.55365
102933.194,114732.204,36.5147204
90164.406,98520.571,64.9995591
96940.849,114462.89399999,10
102738.465,116583.419,74.7379479
91873.319,104284.82,13
96066.324,109990.335,15
103430.856,112255.175,17
99667.713,107759.858,23.9216534
97883.823,93402.624,27.7893944
93941.724,97250.826,13
105442.607,118161.408,20.9378079
100579.676,109834.128,40.4710349
92815.415,113798.877,55.4694578
101402.226,112583.4,15
105596.814,109989.136,31.2392756
93825.144,102377.662,32.3630651
98031.79,106386.808,109.7367488
94748.051,107157.067,47.2101933
94748.177,99822.964,7
105085.067,110462.506,7
95167.382,87128.488,8.4
99986.435,104702.42,9.8
91558.402,104402.436,18.5353645
101603.281,112383.375,33.3846902
101350.593,100136.677,19.9054586
98956.907,105354.284,21.1858438
96710.801,106109.668,13.6
98389.298,116511.686,31.2127526
99699.492,114238.026,11
97139.604,110310.995,11.5
96206.109,112598.271,28.6745386
105545.948,111068.386,34.9172168
92021.082,98699.601,21.0086745
102257.901,116805.841,52.7631288
100218.927,108751.624,24.7556926
95691.471,110325.751,11
97892.509,106711.961,111.7774296
101433.7494,110088.5508,12
102514.581,112030.927,62.0732634
93004.386,93541.259,35.5420939
100151.59857897,114845.57352641,15
96308.609,105863.644,36.1543994
101215.95,114316.749,50.8262819
103496.616,108239.227,17
95061.581,88442.37,18.9296127
96163.883,112924.787,58.576952
104209.298,114657.386,30.2256676
96673.159,116577.589,47.4129708
101739.699,115106.779,14.5
88360.021,103269.091,16
98014.63,93296.38,16
92131.62,110093.92,24.7556926
104539.811,123880.335,37.019682
96111.331,96690.946,30.8291822
91762.095,105235.5252,23.5180698
89075.038,104616.302,15
96696.879,118017.4,25.2085957
92467.393,102647.991,43.0136854
85481.4779,103601.6237,11
88735.699,98653.076,12
103897.196,114183.768,30.9640519
103091.539,117520.899,26.7949192
102016.708,108786.001,41.7906745
98556.34,108117.809,28
96652.903,94064.301,24.081954
100189.4807,114085.7382,31.0397327
101908.018,103080.692,11.8
96809.849,99846.079,7
100959.7,114658.889,20.9247693
101493.168,99568.264,92.383652
101119.4712,111703.9174,21.0556502
104052.882,124472.785,24.2686732
106636.009,115270.829,31.2587003
101695.437,103213.315,17
104658.117,117968.428,15.5
100060.585,111487.997,71.3344395
104716.225,111867.379,61.647987
99068.002,105746.189,67.1588903
96575.491,109938.9756,23.5180698
89728.8214,100811.4658,17
104565.786,116695.627,13.8
91581.782,103742.986,21.165885
103586.378,109095.433,72.010854
93204.342,95809.911,31.7388565
101558.389,104846.696,34.4
99465.789,113369.56,13
102368.01,117276.79,11
97835.761,98499.229,32.333554
105552.374,114400.004,77.6656315
97694.492,99144.235,71.9935218
99302.613,115414.832,51.0559955
95341.6,89210.516,15
101918.502,103045.492,12
95942.703,91479.802,121.1261202
101010.321,99068.783,11
106345.96,116328.876,24.5319295
95251.155,89519.37,17.9081703
105674.036,109980.022,10
101088.033,107831.878,61.2328149
90702.201,96832.441,19.1552889
93445.105,95711.839,41.676513
97326.7079,90437.2865,21.0556502
95423.961,113834.134,25.9658701
97877.673,93528.112,16.1
103012.3,124636.817,27.6107315
105127.421,117050.534,14
98551.64,110385.641,78.8881067
96905.372,102238.418,28.7671532
102145.247,112863.811,34.1794578
94000.402,95779.017,42.6960256
104755.315,113095.546,126.7329581
97729.468,91748.123,45.1458898
90482.7016,100790.0356,15
91464.299,95192.963,21.8003017
104720.595,111423.613,34.6946607
97034.034,110100.254,58.1505326
106142.236,116753.943,23.3330125
101429.139,99039.816,11
101775.82,103208.349,31.6596019
103274.6457,108174.9069,15
97845.855,103760.836,68.2454504
100708.6861,111676.7995,7
90025.979,103819.914,15
98754.914,95808.39,15
102260.575,106624.378,133.5561877
96998.758,95718.369,9.8
103540.888,114132.182,80.5309753
99801.222,107331.267,23.3692831
100774.711,117709.359,10
95390.672,89287.098,76.5410187
105721.33,118249.336,16
92795.419,96752.377,13
104289.989,124522.3473,10
101293.815,114013.631,71.9935218
101131.6,100925.509,123.6562112
97731.87,93642.088,11.5
100925.395,108485.634,18.1755002
97097.289,95585.118,21.2489354
100357.914,103496.837,35.3652752
100800.491,111736.708,81.0585882
98765.69,92273.56,17.3826279
93203.879,101160.555,21.0556502
91225.101,102516.696,27.3740644
88811.3114,98260.0573,13
102504.6942,105941.2467,50.3020546
94260.526,114137.54,60.8222178
90761.439,101158.705,136.4909009
100870.6918,111813.4087,7.2
86827.0429,101870.2945,16
105227.305,115518.935,62.0977931
89608.807,101424.477,34.9995188
89109.584,104549.045,15
96964.089,95560.515,11.5
99858.826,104099.068,32.5906614
95329.565,89441.753,12.8
99632.864,113097.03,9.3
98434.645,116463.848,101.4923992
101213.195,112471.924,77.9612752
99875.45,106704.137,10
95584.606,107693.482,61.7599018
98012.59,93148.469,23.3256371
86122.744,104714.567,21.364311
100269.322,112582.395,19.563263
96861.906,108777.067,28.6521169
93565.753,107822.296,112.8922976
91870.781,108638.965,37.6880542
102081.02,114335.078,37.9110191
102618.928,106092.02,25.8910832
99386.208,112218.876,64.1122214
96935.557,106435.695,22.1331831
98123.245,107228.956,10.5
102381.08,105226.02,10.3
96726.096,117852.239,18.50735
98800.099,115482.524,113.2247949
91936.498,104670.697,26.7893047
98058.476,110859.46,36.0481078
104187.771,123717.264,11
101448.1,99122.049,22.1807471
100967.88,110893.369,17
103446.064,111447.184,10
103417.655,124852.396,43.1728204
95259.069,89454.094,24.4317103
89752.803,102297.639,24.4154918
95589.653,96348.617,13.3
95377.932,89504.32,19.3007765
101432.465,99017.695,9.2
91731.296,98300.729,32.318886
95101.015,109097.224,60.0801797
96473.126,113885.77,16
97158.303,95997.703,13
97306.451,96125.768,17.6326981
100671.9921,122654.3627,16
93605.26,107854.621,17
93454.705,97344.405,8.6
94016.1612,108604.4059,10
98317.47,98658.577,57.1411893
100240.4931,98776.0141,11
102865.709,113828.972,20.209
89561.823,103617.855,14
95976.832,95953.141,19.2078478
98723.7,112174.987,21.0556502
93967.0157,97154.3054,79.1890565
101516.032,99836.619,11
95786.556,112773.974,12
98841.85,107395.949,70.1227615
100189.388,100656.136,33.7298003
101949.65,103203.139,7
94163.856,95682.915,18.4753826
105606.715,112517.284,18.3989471
105693.229,109965.654,9
95777.753,108346.216,10
104531.386,115356.353,24.564507
97092.211,95781.316,7.6
102979.291,114699.061,27.7822675
92073.547,99907.88,20.2725603
88554.6599,102569.4067,31.0397327
101424.592,99624.063,20.3468435
101878.828,103161.596,14.3
100882.378,117372.354,40.7712443
103766.099,118978.203,3
100275.206,112285.965,67.5752009
101099.782,99904.929,101.3297192
103303.552,111582.712,55.9057004
104930.016,110507.636,26.0478795
95481.734,90973.18,16.8
104078.584,111911.791,42.7152886
98712.505,105504.415,99.7301222
92922.823,111406.21,112.8922976
95415.3,91125.1651,7
98602.648,107479.571,155.9025557
102444.2583,117409.5467,15
100336.082,106050.195,11
100974.4061,111646.3756,29.767395
105418.502,111160.369,10
105772.16,118258.933,7.6
100928.369,99385.871,43.8613653
101248.911,117496.549,24.7556926
90568.969,100457.438,71.2693492
101106.534,100203.489,21.8001626
98974.686,99074.698,67.0187503
93778.444,97713.862,11.4
101017.067,107887.651,22.6396485
93901.744,107631.483,84.958789
101490.098,102792.418,203.8161793
92797.517,103155.734,39.2095679
94667.665,86301.151,22.2849798
97541.433,91437.169,20.3468435
99557.57,113493.753,9.2
101454.533,99118,17
94411.674,115652.576,44.7293924
97108.764,115061.586,19.9462402
96982.9447,100552.5753,14.5
105966.578,112106.979,37.4618215
98669.724,102326.31399999,77.6347201
91744.163,100209.913,16.8
101974.657,100635.927,27.221848
94922.797,108185.157,20.0044396
105090.174,109819.224,88.04288
94245.631,111981.851,23.4738786
99238.64099999,108516.09799999,16
94517.056,108569.653,40.1849818
101381.922,112618.866,7
92621.084,104741.342,37.6047996
96002.228,90080.559,65.316403
102767.041,112189.7432,109.0539109
105201.929,109723.131,11.9
95828.065,97899.922,26.7769137
101327.782,113536.261,78.3575884
101067.668,118579.453,27.7822675
100914.788,117401.546,13
97429.23799999,114421.821,10
104220.502,123720.375,157.5392403
100494.614,103954.147,201.1462406
101436.495,99062.839,20.8048276
105984.485,111843.931,28.9267095
99818.627,116598.902,44.6271516
102467.98,115851.211,41.497235
98873.5602,106761.0147,9
93872.519,112954.668,13
100219.7435,97004.4423,79.1890565
105376.954,114640.45,27.1124238
98658.689,116898.912,19.9759563
96793.209,99828.963,22.7888796
97700.66,93957.555,13
106081.695,112067.823,8.4
104316.687,111566.03,17.9735612
104395.949,117763.851,22.9149168
99829.535,116099.751,7
97977.232,93321.132,7.9
96116.415,91109.5685,7
105222.9554,116858.2006,17
95851.227,108801.255,42.1550373
103533.43,124454.709,56.5446081
98482.195,117981.932,17
86795.746,100586.107,40.0598166
91221.173,99344.251,88.4275508
103031.467,124700.511,47.1482294
98408.875,105338.807,97.6100617
103034.15,117894.638,8
97911.958,93631.603,9
97919.778,93362.143,7
102898.69,106158.093,9
93832.4345,112980.1144,21.0556502
98264.462,106537.08,12
98924.255,92298.0609,91.2265831
100874.107,117371.907,26.3488676
85497.01,101389.483,16.6
88489.62,102961.065,11.4
94731.253,102374.802,11
96747.247,94899.944,12.5
87768.412,101906.733,17.9466925
97547.609,91562.654,134.9532742
95813.072,96065.263,19.9462402
91933.879,94641.478,17
91954.5672,100086.151,14
101360.075,99088.595,32.8352129
97776.027,107863.615,119.9487936
105212.693,117338.67,17.2009573
91474.275,95202.202,9
105764.804,118240.577,7
97351.6202,104502.1721,14
89800.396,103291.632,16.5
94082.769,114240.991,106.806482
93319.105,114105.638,102.7514393
88963.4077,98833.6245,15
90820.337,101055.424,133.5140916
101133.457,111776.862,15.7
97793.174,91928.336,72.6756764
97908.449,93384.244,15
100158.443,97875.113,52.0046636
91677.19,99842.055,16.1607734
101688.65,115674.945,17
93594.206,103134.809,44.5184835
100449.276,97830.281,26.5157929
93376.0373,102132.5976,16
87972.4395,101004.8874,7
97243.619,94855.964,13
90608.126,97952.386,33.5010326
93195.569,102611.377,32.4737528
99292.738,93480.824,7.7
94539.131,116997.568,86.5695773
101880.817,103102.172,14.3
89038.371,102263.71,17
95864.212,101596.013,20.3468435
101844.507,103155.49,18.6862701
103212.116,117448.29,25.8638598
101281.897,101399.825,78.6479675
99989.799,111963.13,19.0122975
96866.081,95054.578,8
96295.546,100935.694,48.8023628
96890.9264,87893.60469999,11
99845.098,103828.962,3.4
91966.154,100158.023,23.1536183
94959.5698,101873.8289,16
95087.912,89585.072,24.7168177
99727.474,113965.095,7
90547.139,101204.83,201.8502513
96544.968,112841.034,36.571371
95325.189,89079.589,27.4294735
90508.733,101240.146,111.9275216
93031.913,104307.614,33.7440364
94645.277,92374.639,32.1539031
91356.592,109420.343,83.3819863
99661.755,113095.934,123.0175961
100349.113,109365.139,37.5550583
94292.486,94979.611,66.0687967
97729.358,106829.708,28.1444682
89704.8628,99723.6419,19.8293179
96725.635,113679.763,9.5
99785.132,116103.558,7
94029.5828,105543.0856,34.9172168
100157.776,115455.047,56.5015651
92716.25,104401.505,11
101246.904,115831.118,166.2762578
102908.998,118605.238,19.945168
98571.948,103992.361,30.1240279
96939.022,94891.316,18.5704513
91439.148,101229.987,12
102450.135,124481.345,32.3645898
92561.963,96989.628,11.8
99369.117,113250.981,8.6
98009.672,93292.598,22.3267538
97947.897,94337.776,11.5
96113.024,114831.886,7
101864.201,103162.276,19.5744868
101494.776,98925.771,47.2617721
96694.447,118103.523,30.9427563
93479.273,110676.024,10
93649.867,100410.463,17.805193
94849.07,113524.17,17
97153.0303,99655.376,14
97576.09,92287.566,117.8459642
92824.687,102559.556,17.9104234
93687.9,95756.361,13.5
95719.037,90074.8126,7
94018.942,109120.905,20.3468435
95055.4877,108900.5877,51.673997
93618.057,103153.3,20.0127301
102671.273,109370.275,75.8560616
96231.013,96058.148,40.2254269
92825.7492,105398.0593,12
100183.549,103171.343,11.8
101368.6703,112223.8227,7
106355.36,115858.236,8.7
92157.699,109337.282,49.2734031
94067.569,105308.301,14.7
95127.23,104527.896,43.2237772
101697.749,112042.827,74.6423646
94436.324,94979.546,57.5221252
102300.105,112770.563,13.4
102006.864,112556.066,10
92812.0669,106317.9649,12.4922288
104610.792,111718.288,44.9431849
97751.346,91807.384,57.6526796
91350.284,100597.719,24.4627466
105324.596,117812.949,38.3428412
99069.572,105741.271,28.8046947
93990.149,95762.887,82.99447
98538.149,115532.382,89.773566400000007
97015.987,107924.944,7
102007.145,115421.928,19.4380309
104391.53,110195.651,122.1571087
86145.396,104131.178,32.6978522
94733.686,99811.432,63.2008656
90889.1004,105444.0596,7
100354.401,97773.855,9
93370.076,102902.109,17.3302419
99671.453,106831.275,7
97954.05,93450.923,9
95609.507,96338.777,8.8
96865.984,94996.8,28.8832804
94950.462,107732.319,15.5
99441.7,105770.229,10
102778.86,124922.761,23.3256371
97412.319,99670.674,41.2307913
99922.4814,111898.1013,8.2
92220.179,98710.253,36.2478102
97385.033,118173.719,10
95527.324,107171.354,11.2
97003.715,95741.785,16.6
99413.8076,98651.54,15
99193.579,105633.609,3.1
98906.67,116977.525,47.9219229
104174.6,115517.433,24.1028831
96950.67,95778.884,21.0956992
100175.918,115146.63,44.6271516
97208.983,118192.595,90.4404493
99987.218,98164.745,21.4429355
95650.656,100545.062,31.8834843
102317.416,105571.036,64.1424143
100323.853,112397.206,93.5134727
98922.863,113148.546,21.7705946
97848.11299999,107927.482,50.3020546
96721.031,102748.063,25.1253695
104686.773,111416.116,27.8442087
101177.708,102001.083,45.4410597
98496.926,94122.308,8.8
102266.44,111373.36,47.3267814
96001.047,108857.877,17
97151.424,93900.699,8
95018.581,116694.532,11.6
100100.615,115547.475,25.539299
99238.275,93340.025,12.6
101772.6667,106956.3161,16
97936.674,93299.989,13.5
100843.958,96623.538,389.4751536
104134.004,121314.527,30.5730681
104307.688,122442.767,100.3249752
101761.13,113929.758,73.8800159
102360.145,123979.827,65.1666619
87242.205,104902.403,8
99642.851,111651.326,98.3029779
100829.182,99450.04,21.5800322
95201.592,88513.898,14.3
99571.738,106877.42,30.8815336
96938.9364,102495.0705,16
99661.3928,115329.2301,22.2849798
91112.715,101114.228,31.0595818
103227.0259,109898.7111,10
97471.2015,98835.6221,12
98049.185,118030.45,142.4716031
95427.976,89397.905,30.2620016
101666.496,112425.335,81.55225
92701.591,111089.587,73.2628072
100324.921,97715.699,42.1373528
95762.373,102025.227,13
96782.887,95496.594,19.5366877
94901.092,108601.931,15.5
90486.469,105689.327,19.7308281
89938.6697,97843.876,13
88908.14,101374.516,154.4880312
99676.445,114232.491,15
97761.548,91768.265,114.5255861
95843.137,105994.738,17
94491.487,94391.547,12.1
95339.108,89336.34,35.619337
96726.786,118098.288,48.7832968
99030.108,105575.635,24.9328003
101901.577,103214.74,9.7
95538.173,89354.797,28.8117716
98281.4417,110570.3249,14
89525.431,100885.693,14
100925.276,117375.21,46.4115122
85880.3551,103775.4908,12
